Areaname	STCOU	IPE010206F	IPE010206D	IPE010206N1	IPE010206N2	IPE010207F	IPE010207D	IPE010207N1	IPE010207N2	IPE010208F	IPE010208D	IPE010208N1	IPE010208N2	IPE010209F	IPE010209D	IPE010209N1	IPE010209N2	IPE110195F	IPE110195D	IPE110195N1	IPE110195N2	IPE110197F	IPE110197D	IPE110197N1	IPE110197N2	IPE110198F	IPE110198D	IPE110198N1	IPE110198N2	IPE110199F	IPE110199D	IPE110199N1	IPE110199N2	IPE110200F	IPE110200D	IPE110200N1	IPE110200N2	IPE110201F	IPE110201D	IPE110201N1	IPE110201N2
Boone, KY	21015	0	57964	0000	0000	0	66690	0000	0000	0	66178	0000	0000	0	67994	0000	0000	0	5201	0000	0000	0	5067	0000	0000	0	5253	0000	0000	0	5194	0000	0000	0	4924	0000	0000	0	5765	0000	0000
Bourbon, KY	21017	0	39154	0000	0000	0	41819	0000	0000	0	41220	0000	0000	0	37966	0000	0000	0	3000	0000	0000	0	2713	0000	0000	0	2723	0000	0000	0	2438	0000	0000	0	2300	0000	0000	0	2563	0000	0000
Boyd, KY	21019	0	38565	0000	0000	0	39640	0000	0000	0	38255	0000	0000	0	37496	0000	0000	0	8324	0000	0000	0	8056	0000	0000	0	7878	0000	0000	0	7368	0000	0000	0	6959	0000	0000	0	7155	0000	0000
Boyle, KY	21021	0	39389	0000	0000	0	41739	0000	0000	0	40127	0000	0000	0	39687	0000	0000	0	3853	0000	0000	0	3483	0000	0000	0	3416	0000	0000	0	3064	0000	0000	0	3077	0000	0000	0	3336	0000	0000
Bracken, KY	21023	0	40245	0000	0000	0	41581	0000	0000	0	39366	0000	0000	0	39141	0000	0000	0	1444	0000	0000	0	1336	0000	0000	0	1290	0000	0000	0	1004	0000	0000	0	950	0000	0000	0	1002	0000	0000
Breathitt, KY	21025	0	23072	0000	0000	0	25577	0000	0000	0	24162	0000	0000	0	23863	0000	0000	0	5853	0000	0000	0	5159	0000	0000	0	4936	0000	0000	0	4511	0000	0000	0	4425	0000	0000	0	4491	0000	0000
Breckinridge, KY	21027	0	35728	0000	0000	0	36621	0000	0000	0	39128	0000	0000	0	37074	0000	0000	0	3526	0000	0000	0	3105	0000	0000	0	3245	0000	0000	0	3041	0000	0000	0	2892	0000	0000	0	2972	0000	0000
Bullitt, KY	21029	0	51984	0000	0000	0	49861	0000	0000	0	53284	0000	0000	0	48344	0000	0000	0	5869	0000	0000	0	5714	0000	0000	0	5676	0000	0000	0	5274	0000	0000	0	4758	0000	0000	0	4951	0000	0000
Butler, KY	21031	0	33297	0000	0000	0	35676	0000	0000	0	35917	0000	0000	0	33499	0000	0000	0	2420	0000	0000	0	2281	0000	0000	0	2318	0000	0000	0	2075	0000	0000	0	2046	0000	0000	0	2139	0000	0000
Caldwell, KY	21033	0	34537	0000	0000	0	38009	0000	0000	0	35697	0000	0000	0	35252	0000	0000	0	2398	0000	0000	0	2225	0000	0000	0	2259	0000	0000	0	2031	0000	0000	0	1850	0000	0000	0	1805	0000	0000
Calloway, KY	21035	0	37018	0000	0000	0	36262	0000	0000	0	36284	0000	0000	0	34947	0000	0000	0	4551	0000	0000	0	4413	0000	0000	0	4177	0000	0000	0	4174	0000	0000	0	4373	0000	0000	0	4708	0000	0000
Campbell, KY	21037	0	47071	0000	0000	0	51383	0000	0000	0	50566	0000	0000	0	50033	0000	0000	0	9701	0000	0000	0	8756	0000	0000	0	8412	0000	0000	0	8075	0000	0000	0	7524	0000	0000	0	8122	0000	0000
Carlisle, KY	21039	0	34825	0000	0000	0	36151	0000	0000	0	36545	0000	0000	0	35853	0000	0000	0	835	0000	0000	0	790	0000	0000	0	777	0000	0000	0	711	0000	0000	0	670	0000	0000	0	728	0000	0000
Carroll, KY	21041	0	41254	0000	0000	0	42058	0000	0000	0	43720	0000	0000	0	43862	0000	0000	0	1888	0000	0000	0	1624	0000	0000	0	1622	0000	0000	0	1446	0000	0000	0	1330	0000	0000	0	1379	0000	0000
Carter, KY	21043	0	30266	0000	0000	0	32281	0000	0000	0	33435	0000	0000	0	33888	0000	0000	0	7102	0000	0000	0	6395	0000	0000	0	6109	0000	0000	0	5557	0000	0000	0	5173	0000	0000	0	5564	0000	0000
Casey, KY	21045	0	25750	0000	0000	0	27366	0000	0000	0	26892	0000	0000	0	27247	0000	0000	0	3717	0000	0000	0	3287	0000	0000	0	3358	0000	0000	0	3217	0000	0000	0	3208	0000	0000	0	3449	0000	0000
Christian, KY	21047	0	36229	0000	0000	0	37632	0000	0000	0	37775	0000	0000	0	35785	0000	0000	0	11686	0000	0000	0	11276	0000	0000	0	11252	0000	0000	0	10160	0000	0000	0	9786	0000	0000	0	10575	0000	0000
Clark, KY	21049	0	46037	0000	0000	0	46190	0000	0000	0	44907	0000	0000	0	44908	0000	0000	0	4864	0000	0000	0	4373	0000	0000	0	4413	0000	0000	0	3915	0000	0000	0	3774	0000	0000	0	4031	0000	0000
Clay, KY	21051	0	20204	0000	0000	0	20999	0000	0000	0	22365	0000	0000	0	22255	0000	0000	0	8526	0000	0000	0	7760	0000	0000	0	7119	0000	0000	0	6814	0000	0000	0	7176	0000	0000	0	7585	0000	0000
Clinton, KY	21053	0	22185	0000	0000	0	25677	0000	0000	0	25029	0000	0000	0	25776	0000	0000	0	3172	0000	0000	0	2801	0000	0000	0	2741	0000	0000	0	2339	0000	0000	0	2186	0000	0000	0	2248	0000	0000
Crittenden, KY	21055	0	33304	0000	0000	0	33804	0000	0000	0	34009	0000	0000	0	35330	0000	0000	0	1606	0000	0000	0	1653	0000	0000	0	1531	0000	0000	0	1440	0000	0000	0	1473	0000	0000	0	1534	0000	0000
Cumberland, KY	21057	0	24866	0000	0000	0	26584	0000	0000	0	28825	0000	0000	0	26913	0000	0000	0	1959	0000	0000	0	1849	0000	0000	0	1780	0000	0000	0	1563	0000	0000	0	1604	0000	0000	0	1660	0000	0000
Daviess, KY	21059	0	41279	0000	0000	0	42586	0000	0000	0	43075	0000	0000	0	43031	0000	0000	0	13545	0000	0000	0	11965	0000	0000	0	11631	0000	0000	0	10819	0000	0000	0	10060	0000	0000	0	10762	0000	0000
Edmonson, KY	21061	0	31905	0000	0000	0	34449	0000	0000	0	33785	0000	0000	0	33550	0000	0000	0	2368	0000	0000	0	2212	0000	0000	0	2186	0000	0000	0	2003	0000	0000	0	1943	0000	0000	0	2018	0000	0000
Elliott, KY	21063	0	25430	0000	0000	0	27215	0000	0000	0	26464	0000	0000	0	27486	0000	0000	0	2143	0000	0000	0	1826	0000	0000	0	1878	0000	0000	0	1638	0000	0000	0	1654	0000	0000	0	1792	0000	0000
Estill, KY	21065	0	27245	0000	0000	0	28797	0000	0000	0	28912	0000	0000	0	27765	0000	0000	0	4117	0000	0000	0	3577	0000	0000	0	3524	0000	0000	0	3330	0000	0000	0	3183	0000	0000	0	3252	0000	0000
Fayette, KY	21067	0	44382	0000	0000	0	46726	0000	0000	0	50267	0000	0000	0	46386	0000	0000	0	30770	0000	0000	0	26900	0000	0000	0	26591	0000	0000	0	27662	0000	0000	0	26851	0000	0000	0	29604	0000	0000
Fleming, KY	21069	0	32405	0000	0000	0	33815	0000	0000	0	33584	0000	0000	0	32258	0000	0000	0	2915	0000	0000	0	2731	0000	0000	0	2670	0000	0000	0	2470	0000	0000	0	2360	0000	0000	0	2516	0000	0000
Floyd, KY	21071	0	26725	0000	0000	0	26293	0000	0000	0	27462	0000	0000	0	29725	0000	0000	0	13784	0000	0000	0	12139	0000	0000	0	11225	0000	0000	0	10440	0000	0000	0	10271	0000	0000	0	10639	0000	0000
Franklin, KY	21073	0	44570	0000	0000	0	48025	0000	0000	0	48291	0000	0000	0	45619	0000	0000	0	5193	0000	0000	0	4989	0000	0000	0	4694	0000	0000	0	4668	0000	0000	0	4337	0000	0000	0	4644	0000	0000
Fulton, KY	21075	0	27769	0000	0000	0	28749	0000	0000	0	27815	0000	0000	0	27524	0000	0000	0	2015	0000	0000	0	1855	0000	0000	0	1739	0000	0000	0	1586	0000	0000	0	1540	0000	0000	0	1602	0000	0000
Gallatin, KY	21077	0	38764	0000	0000	0	42143	0000	0000	0	42554	0000	0000	0	40603	0000	0000	0	1060	0000	0000	0	1151	0000	0000	0	1028	0000	0000	0	1023	0000	0000	0	1103	0000	0000	0	1221	0000	0000
Garrard, KY	21079	0	38521	0000	0000	0	40653	0000	0000	0	40083	0000	0000	0	40210	0000	0000	0	2231	0000	0000	0	2080	0000	0000	0	2207	0000	0000	0	2110	0000	0000	0	2036	0000	0000	0	2138	0000	0000
Grant, KY	21081	0	43513	0000	0000	0	42126	0000	0000	0	45697	0000	0000	0	42814	0000	0000	0	2879	0000	0000	0	2674	0000	0000	0	2798	0000	0000	0	2623	0000	0000	0	2583	0000	0000	0	2869	0000	0000
Graves, KY	21083	0	35428	0000	0000	0	36345	0000	0000	0	36771	0000	0000	0	34550	0000	0000	0	5313	0000	0000	0	5109	0000	0000	0	5249	0000	0000	0	5222	0000	0000	0	5005	0000	0000	0	5354	0000	0000
Grayson, KY	21085	0	32769	0000	0000	0	32905	0000	0000	0	33791	0000	0000	0	31936	0000	0000	0	5157	0000	0000	0	4749	0000	0000	0	4358	0000	0000	0	3966	0000	0000	0	3857	0000	0000	0	4222	0000	0000
Green, KY	21087	0	31085	0000	0000	0	31546	0000	0000	0	33509	0000	0000	0	31189	0000	0000	0	2001	0000	0000	0	1992	0000	0000	0	2145	0000	0000	0	2162	0000	0000	0	2079	0000	0000	0	2119	0000	0000
Greenup, KY	21089	0	38097	0000	0000	0	40642	0000	0000	0	39479	0000	0000	0	39382	0000	0000	0	6641	0000	0000	0	6054	0000	0000	0	5844	0000	0000	0	5287	0000	0000	0	4953	0000	0000	0	5167	0000	0000
Hancock, KY	21091	0	44735	0000	0000	0	47558	0000	0000	0	46518	0000	0000	0	48464	0000	0000	0	1153	0000	0000	0	1114	0000	0000	0	1033	0000	0000	0	949	0000	0000	0	864	0000	0000	0	877	0000	0000
Hardin, KY	21093	0	42420	0000	0000	0	47958	0000	0000	0	49532	0000	0000	0	45358	0000	0000	0	11443	0000	0000	0	10428	0000	0000	0	10690	0000	0000	0	9734	0000	0000	0	9261	0000	0000	0	10258	0000	0000
Harlan, KY	21095	0	24200	0000	0000	0	25939	0000	0000	0	23648	0000	0000	0	26356	0000	0000	0	11749	0000	0000	0	10520	0000	0000	0	9607	0000	0000	0	8638	0000	0000	0	8931	0000	0000	0	9282	0000	0000
Harrison, KY	21097	0	41572	0000	0000	0	41423	0000	0000	0	42445	0000	0000	0	42415	0000	0000	0	2613	0000	0000	0	2433	0000	0000	0	2387	0000	0000	0	2167	0000	0000	0	2029	0000	0000	0	2269	0000	0000
Hart, KY	21099	0	28979	0000	0000	0	30604	0000	0000	0	31166	0000	0000	0	29989	0000	0000	0	4196	0000	0000	0	3988	0000	0000	0	3826	0000	0000	0	3562	0000	0000	0	3497	0000	0000	0	3662	0000	0000
Henderson, KY	21101	0	39988	0000	0000	0	41692	0000	0000	0	42025	0000	0000	0	42438	0000	0000	0	6243	0000	0000	0	5863	0000	0000	0	5921	0000	0000	0	5626	0000	0000	0	5272	0000	0000	0	5490	0000	0000
Henry, KY	21103	0	41195	0000	0000	0	44209	0000	0000	0	43524	0000	0000	0	42733	0000	0000	0	2463	0000	0000	0	2285	0000	0000	0	2172	0000	0000	0	1971	0000	0000	0	1936	0000	0000	0	1922	0000	0000
Hickman, KY	21105	0	35600	0000	0000	0	37001	0000	0000	0	37451	0000	0000	0	37045	0000	0000	0	926	0000	0000	0	846	0000	0000	0	823	0000	0000	0	766	0000	0000	0	796	0000	0000	0	842	0000	0000
Hopkins, KY	21107	0	38899	0000	0000	0	36611	0000	0000	0	40027	0000	0000	0	36518	0000	0000	0	8520	0000	0000	0	7721	0000	0000	0	7499	0000	0000	0	7141	0000	0000	0	6712	0000	0000	0	6937	0000	0000
Jackson, KY	21109	0	24984	0000	0000	0	25653	0000	0000	0	25084	0000	0000	0	25634	0000	0000	0	4497	0000	0000	0	4030	0000	0000	0	3712	0000	0000	0	3321	0000	0000	0	3288	0000	0000	0	3439	0000	0000
Jefferson, KY	21111	0	43523	0000	0000	0	43677	0000	0000	0	46745	0000	0000	0	44516	0000	0000	0	96973	0000	0000	0	82360	0000	0000	0	80789	0000	0000	0	78895	0000	0000	0	72254	0000	0000	0	77937	0000	0000
Jessamine, KY	21113	0	44249	0000	0000	0	47324	0000	0000	0	51579	0000	0000	0	46940	0000	0000	0	4724	0000	0000	0	4482	0000	0000	0	4395	0000	0000	0	4346	0000	0000	0	4317	0000	0000	0	4822	0000	0000
Johnson, KY	21115	0	30026	0000	0000	0	32706	0000	0000	0	31116	0000	0000	0	32063	0000	0000	0	6783	0000	0000	0	6098	0000	0000	0	5882	0000	0000	0	5255	0000	0000	0	5197	0000	0000	0	5258	0000	0000
Kenton, KY	21117	0	52654	0000	0000	0	50734	0000	0000	0	52633	0000	0000	0	50957	0000	0000	0	16360	0000	0000	0	14830	0000	0000	0	14250	0000	0000	0	13703	0000	0000	0	13005	0000	0000	0	14223	0000	0000
Knott, KY	21119	0	25238	0000	0000	0	27999	0000	0000	0	26948	0000	0000	0	29375	0000	0000	0	6084	0000	0000	0	5227	0000	0000	0	4667	0000	0000	0	4185	0000	0000	0	4363	0000	0000	0	4456	0000	0000
Knox, KY	21121	0	22960	0000	0000	0	24881	0000	0000	0	25090	0000	0000	0	22493	0000	0000	0	11092	0000	0000	0	9949	0000	0000	0	9482	0000	0000	0	8840	0000	0000	0	8525	0000	0000	0	8746	0000	0000
Larue, KY	21123	0	40271	0000	0000	0	39435	0000	0000	0	38547	0000	0000	0	40679	0000	0000	0	2172	0000	0000	0	2080	0000	0000	0	2013	0000	0000	0	1829	0000	0000	0	1872	0000	0000	0	1914	0000	0000
Laurel, KY	21125	0	32598	0000	0000	0	33244	0000	0000	0	34304	0000	0000	0	36664	0000	0000	0	11238	0000	0000	0	10629	0000	0000	0	10292	0000	0000	0	9458	0000	0000	0	9211	0000	0000	0	9823	0000	0000
Lawrence, KY	21127	0	25142	0000	0000	0	29399	0000	0000	0	29015	0000	0000	0	30855	0000	0000	0	4788	0000	0000	0	4318	0000	0000	0	4086	0000	0000	0	3737	0000	0000	0	3703	0000	0000	0	3746	0000	0000
Lee, KY	21129	0	21273	0000	0000	0	24617	0000	0000	0	23786	0000	0000	0	23791	0000	0000	0	2887	0000	0000	0	2609	0000	0000	0	2317	0000	0000	0	1951	0000	0000	0	2133	0000	0000	0	2241	0000	0000
Leslie, KY	21131	0	23734	0000	0000	0	26114	0000	0000	0	23627	0000	0000	0	26767	0000	0000	0	4539	0000	0000	0	4196	0000	0000	0	3676	0000	0000	0	3072	0000	0000	0	3016	0000	0000	0	3152	0000	0000
Letcher, KY	21133	0	28863	0000	0000	0	29415	0000	0000	0	27374	0000	0000	0	29835	0000	0000	0	7894	0000	0000	0	6949	0000	0000	0	6329	0000	0000	0	5805	0000	0000	0	5730	0000	0000	0	5439	0000	0000
Lewis, KY	21135	0	26289	0000	0000	0	26534	0000	0000	0	28466	0000	0000	0	28349	0000	0000	0	3813	0000	0000	0	3466	0000	0000	0	3488	0000	0000	0	3329	0000	0000	0	3303	0000	0000	0	3386	0000	0000
Lincoln, KY	21137	0	31413	0000	0000	0	32566	0000	0000	0	34401	0000	0000	0	31306	0000	0000	0	5160	0000	0000	0	4637	0000	0000	0	4264	0000	0000	0	4050	0000	0000	0	4001	0000	0000	0	4370	0000	0000
Livingston, KY	21139	0	36744	0000	0000	0	38732	0000	0000	0	38712	0000	0000	0	40921	0000	0000	0	1456	0000	0000	0	1387	0000	0000	0	1312	0000	0000	0	1128	0000	0000	0	1183	0000	0000	0	1259	0000	0000
Logan, KY	21141	0	37325	0000	0000	0	38323	0000	0000	0	39176	0000	0000	0	37329	0000	0000	0	4000	0000	0000	0	3727	0000	0000	0	3837	0000	0000	0	3636	0000	0000	0	3541	0000	0000	0	3975	0000	0000
Lyon, KY	21143	0	38163	0000	0000	0	40082	0000	0000	0	40932	0000	0000	0	39417	0000	0000	0	953	0000	0000	0	983	0000	0000	0	905	0000	0000	0	883	0000	0000	0	915	0000	0000	0	965	0000	0000
McCracken, KY	21145	0	37684	0000	0000	0	40899	0000	0000	0	41586	0000	0000	0	40976	0000	0000	0	9794	0000	0000	0	9297	0000	0000	0	9244	0000	0000	0	8997	0000	0000	0	8409	0000	0000	0	8813	0000	0000
McCreary, KY	21147	0	22550	0000	0000	0	24293	0000	0000	0	22253	0000	0000	0	23163	0000	0000	0	6935	0000	0000	0	5968	0000	0000	0	5445	0000	0000	0	4873	0000	0000	0	5001	0000	0000	0	5408	0000	0000
McLean, KY	21149	0	34440	0000	0000	0	37866	0000	0000	0	37353	0000	0000	0	37766	0000	0000	0	1637	0000	0000	0	1508	0000	0000	0	1452	0000	0000	0	1378	0000	0000	0	1312	0000	0000	0	1323	0000	0000
Madison, KY	21151	0	38779	0000	0000	0	39842	0000	0000	0	43358	0000	0000	0	40241	0000	0000	0	10924	0000	0000	0	9968	0000	0000	0	9483	0000	0000	0	9182	0000	0000	0	9472	0000	0000	0	10253	0000	0000
Magoffin, KY	21153	0	24231	0000	0000	0	26150	0000	0000	0	25890	0000	0000	0	26815	0000	0000	0	5218	0000	0000	0	4670	0000	0000	0	4169	0000	0000	0	3723	0000	0000	0	3747	0000	0000	0	3704	0000	0000
Marion, KY	21155	0	35878	0000	0000	0	38048	0000	0000	0	37766	0000	0000	0	35609	0000	0000	0	3488	0000	0000	0	3050	0000	0000	0	3061	0000	0000	0	2922	0000	0000	0	2825	0000	0000	0	2849	0000	0000
Marshall, KY	21157	0	40742	0000	0000	0	41497	0000	0000	0	43776	0000	0000	0	41891	0000	0000	0	3543	0000	0000	0	3481	0000	0000	0	3533	0000	0000	0	3138	0000	0000	0	2970	0000	0000	0	3282	0000	0000
Martin, KY	21159	0	24614	0000	0000	0	25841	0000	0000	0	22841	0000	0000	0	25825	0000	0000	0	4181	0000	0000	0	3790	0000	0000	0	3501	0000	0000	0	3450	0000	0000	0	3581	0000	0000	0	3596	0000	0000
Mason, KY	21161	0	37587	0000	0000	0	38035	0000	0000	0	38209	0000	0000	0	37987	0000	0000	0	3311	0000	0000	0	3094	0000	0000	0	2982	0000	0000	0	2689	0000	0000	0	2516	0000	0000	0	2679	0000	0000
Meade, KY	21163	0	41955	0000	0000	0	45490	0000	0000	0	44122	0000	0000	0	42922	0000	0000	0	3436	0000	0000	0	3352	0000	0000	0	3055	0000	0000	0	2638	0000	0000	0	2428	0000	0000	0	2660	0000	0000
Menifee, KY	21165	0	32790	0000	0000	0	28928	0000	0000	0	27140	0000	0000	0	27241	0000	0000	0	1760	0000	0000	0	1583	0000	0000	0	1506	0000	0000	0	1526	0000	0000	0	1536	0000	0000	0	1598	0000	0000
Mercer, KY	21167	0	41193	0000	0000	0	49529	0000	0000	0	42912	0000	0000	0	44256	0000	0000	0	3089	0000	0000	0	2906	0000	0000	0	2713	0000	0000	0	2526	0000	0000	0	2436	0000	0000	0	2555	0000	0000
Metcalfe, KY	21169	0	27835	0000	0000	0	30827	0000	0000	0	31942	0000	0000	0	29626	0000	0000	0	2260	0000	0000	0	2264	0000	0000	0	2034	0000	0000	0	1944	0000	0000	0	2030	0000	0000	0	2245	0000	0000
Monroe, KY	21171	0	26256	0000	0000	0	28266	0000	0000	0	27410	0000	0000	0	26650	0000	0000	0	2693	0000	0000	0	2518	0000	0000	0	2314	0000	0000	0	2214	0000	0000	0	2358	0000	0000	0	2461	0000	0000
Montgomery, KY	21173	0	37793	0000	0000	0	38870	0000	0000	0	38264	0000	0000	0	32964	0000	0000	0	4126	0000	0000	0	3658	0000	0000	0	3499	0000	0000	0	3282	0000	0000	0	3220	0000	0000	0	3503	0000	0000
Morgan, KY	21175	0	27944	0000	0000	0	28514	0000	0000	0	29424	0000	0000	0	29473	0000	0000	0	4425	0000	0000	0	4003	0000	0000	0	3650	0000	0000	0	3141	0000	0000	0	3190	0000	0000	0	3533	0000	0000
Muhlenberg, KY	21177	0	34678	0000	0000	0	34580	0000	0000	0	34844	0000	0000	0	35163	0000	0000	0	6248	0000	0000	0	5572	0000	0000	0	5323	0000	0000	0	4948	0000	0000	0	4663	0000	0000	0	5026	0000	0000
Nelson, KY	21179	0	45110	0000	0000	0	46605	0000	0000	0	48125	0000	0000	0	43498	0000	0000	0	4545	0000	0000	0	4375	0000	0000	0	4390	0000	0000	0	4348	0000	0000	0	4022	0000	0000	0	4155	0000	0000
Nicholas, KY	21181	0	35708	0000	0000	0	36080	0000	0000	0	35496	0000	0000	0	36910	0000	0000	0	1548	0000	0000	0	1443	0000	0000	0	1266	0000	0000	0	947	0000	0000	0	990	0000	0000	0	1099	0000	0000
Ohio, KY	21183	0	33616	0000	0000	0	38710	0000	0000	0	35953	0000	0000	0	37965	0000	0000	0	4820	0000	0000	0	4175	0000	0000	0	4038	0000	0000	0	3640	0000	0000	0	3550	0000	0000	0	3614	0000	0000
Oldham, KY	21185	0	72279	0000	0000	0	73632	0000	0000	0	84884	0000	0000	0	79353	0000	0000	0	2407	0000	0000	0	2216	0000	0000	0	2189	0000	0000	0	2121	0000	0000	0	2028	0000	0000	0	2344	0000	0000
Owen, KY	21187	0	41373	0000	0000	0	41246	0000	0000	0	41697	0000	0000	0	38605	0000	0000	0	1878	0000	0000	0	1857	0000	0000	0	1767	0000	0000	0	1552	0000	0000	0	1677	0000	0000	0	1853	0000	0000
Owsley, KY	21189	0	19508	0000	0000	0	21189	0000	0000	0	19829	0000	0000	0	21177	0000	0000	0	2537	0000	0000	0	2202	0000	0000	0	1891	0000	0000	0	1615	0000	0000	0	1749	0000	0000	0	1796	0000	0000
Pendleton, KY	21191	0	42162	0000	0000	0	43822	0000	0000	0	45165	0000	0000	0	44195	0000	0000	0	2136	0000	0000	0	2000	0000	0000	0	1938	0000	0000	0	1738	0000	0000	0	1619	0000	0000	0	1821	0000	0000
Perry, KY	21193	0	26535	0000	0000	0	30089	0000	0000	0	28124	0000	0000	0	29660	0000	0000	0	9521	0000	0000	0	8571	0000	0000	0	8040	0000	0000	0	7143	0000	0000	0	7062	0000	0000	0	7104	0000	0000
Pike, KY	21195	0	30674	0000	0000	0	32382	0000	0000	0	31012	0000	0000	0	32258	0000	0000	0	18066	0000	0000	0	16413	0000	0000	0	15095	0000	0000	0	13641	0000	0000	0	13745	0000	0000	0	13975	0000	0000
Powell, KY	21197	0	30644	0000	0000	0	31228	0000	0000	0	30737	0000	0000	0	30954	0000	0000	0	3145	0000	0000	0	2948	0000	0000	0	2909	0000	0000	0	2741	0000	0000	0	2713	0000	0000	0	2798	0000	0000
Pulaski, KY	21199	0	32760	0000	0000	0	32368	0000	0000	0	32901	0000	0000	0	32038	0000	0000	0	11606	0000	0000	0	10537	0000	0000	0	10281	0000	0000	0	9471	0000	0000	0	9202	0000	0000	0	9728	0000	0000
Robertson, KY	21201	0	34057	0000	0000	0	34719	0000	0000	0	35621	0000	0000	0	35050	0000	0000	0	442	0000	0000	0	450	0000	0000	0	396	0000	0000	0	350	0000	0000	0	390	0000	0000	0	415	0000	0000
Rockcastle, KY	21203	0	27789	0000	0000	0	29235	0000	0000	0	24650	0000	0000	0	29654	0000	0000	0	4275	0000	0000	0	3706	0000	0000	0	3608	0000	0000	0	3250	0000	0000	0	3260	0000	0000	0	3476	0000	0000
Rowan, KY	21205	0	33569	0000	0000	0	34278	0000	0000	0	34333	0000	0000	0	33081	0000	0000	0	4763	0000	0000	0	4353	0000	0000	0	3988	0000	0000	0	3511	0000	0000	0	3742	0000	0000	0	4099	0000	0000
Russell, KY	21207	0	27294	0000	0000	0	28342	0000	0000	0	27866	0000	0000	0	29421	0000	0000	0	3815	0000	0000	0	3622	0000	0000	0	3597	0000	0000	0	3398	0000	0000	0	3458	0000	0000	0	3475	0000	0000
Scott, KY	21209	0	55836	0000	0000	0	57895	0000	0000	0	58596	0000	0000	0	58595	0000	0000	0	3754	0000	0000	0	3513	0000	0000	0	3299	0000	0000	0	2993	0000	0000	0	3073	0000	0000	0	3284	0000	0000
Shelby, KY	21211	0	51430	0000	0000	0	52871	0000	0000	0	58042	0000	0000	0	51439	0000	0000	0	3194	0000	0000	0	2993	0000	0000	0	3023	0000	0000	0	2973	0000	0000	0	2932	0000	0000	0	3183	0000	0000
Simpson, KY	21213	0	41154	0000	0000	0	43432	0000	0000	0	44959	0000	0000	0	40357	0000	0000	0	2092	0000	0000	0	1947	0000	0000	0	1974	0000	0000	0	1790	0000	0000	0	1816	0000	0000	0	1994	0000	0000
Spencer, KY	21215	0	57022	0000	0000	0	59939	0000	0000	0	64286	0000	0000	0	63218	0000	0000	0	1214	0000	0000	0	1147	0000	0000	0	1117	0000	0000	0	1045	0000	0000	0	1050	0000	0000	0	1202	0000	0000
Taylor, KY	21217	0	33234	0000	0000	0	35012	0000	0000	0	35615	0000	0000	0	33601	0000	0000	0	3882	0000	0000	0	3789	0000	0000	0	3830	0000	0000	0	3731	0000	0000	0	3511	0000	0000	0	3750	0000	0000
Todd, KY	21219	0	34304	0000	0000	0	39375	0000	0000	0	36083	0000	0000	0	38678	0000	0000	0	2073	0000	0000	0	1839	0000	0000	0	1756	0000	0000	0	1675	0000	0000	0	1784	0000	0000	0	2038	0000	0000
Trigg, KY	21221	0	41152	0000	0000	0	41286	0000	0000	0	43316	0000	0000	0	42967	0000	0000	0	1777	0000	0000	0	1766	0000	0000	0	1687	0000	0000	0	1432	0000	0000	0	1473	0000	0000	0	1539	0000	0000
Trimble, KY	21223	0	43276	0000	0000	0	43994	0000	0000	0	45322	0000	0000	0	45767	0000	0000	0	1162	0000	0000	0	1149	0000	0000	0	1112	0000	0000	0	1062	0000	0000	0	993	0000	0000	0	1048	0000	0000
Union, KY	21225	0	40947	0000	0000	0	40711	0000	0000	0	42261	0000	0000	0	42252	0000	0000	0	2670	0000	0000	0	2414	0000	0000	0	2346	0000	0000	0	2065	0000	0000	0	1994	0000	0000	0	2101	0000	0000
Warren, KY	21227	0	42824	0000	0000	0	42303	0000	0000	0	43368	0000	0000	0	43316	0000	0000	0	12871	0000	0000	0	12078	0000	0000	0	11746	0000	0000	0	11571	0000	0000	0	11684	0000	0000	0	12853	0000	0000
Washington, KY	21229	0	38050	0000	0000	0	40614	0000	0000	0	40375	0000	0000	0	39742	0000	0000	0	1832	0000	0000	0	1699	0000	0000	0	1664	0000	0000	0	1430	0000	0000	0	1350	0000	0000	0	1423	0000	0000
Wayne, KY	21231	0	24996	0000	0000	0	28154	0000	0000	0	27343	0000	0000	0	27210	0000	0000	0	5987	0000	0000	0	5286	0000	0000	0	5071	0000	0000	0	4693	0000	0000	0	4625	0000	0000	0	4817	0000	0000
Webster, KY	21233	0	33499	0000	0000	0	39923	0000	0000	0	39754	0000	0000	0	40803	0000	0000	0	2107	0000	0000	0	1973	0000	0000	0	1981	0000	0000	0	1924	0000	0000	0	1882	0000	0000	0	1943	0000	0000
Whitley, KY	21235	0	27144	0000	0000	0	27424	0000	0000	0	27394	0000	0000	0	26145	0000	0000	0	10716	0000	0000	0	9877	0000	0000	0	9150	0000	0000	0	8216	0000	0000	0	8391	0000	0000	0	8907	0000	0000
Wolfe, KY	21237	0	23158	0000	0000	0	24749	0000	0000	0	23310	0000	0000	0	25203	0000	0000	0	2870	0000	0000	0	2722	0000	0000	0	2272	0000	0000	0	1945	0000	0000	0	2193	0000	0000	0	2350	0000	0000
Woodford, KY	21239	0	61330	0000	0000	0	56840	0000	0000	0	58076	0000	0000	0	52126	0000	0000	0	1890	0000	0000	0	1847	0000	0000	0	1741	0000	0000	0	1676	0000	0000	0	1683	0000	0000	0	1819	0000	0000
